,Index,header,NumberofInstances,Area,NumberofAttributes,DateDonated,MissingValues,NumberofWebHits,multivariate_data,time_series_data,data_generator_data,domain_theory_data,image_data,relational_data,sequential_data,spatial_data,univariate_data,spatio_temporal_data,text_data,transactional_data,num_data_characteristics,categorical_attributes,real_attributes,integer_attributes,no_listed_attributes,num_attribute_characteristics,causal_discover_task,classification_task,regression_task,function_learning_task,reccomendation_task,description_task,relational_learning_task,no_given_task,clustering_task,num_associated_tasks,source_institution_places,year_donated,year_month_donated,DatasetAge,DatapointCount,data_ext_url,small,dataset_URL,data_folder,shortname,dataset_count,max_size,sum_sizes,Percent of Summed File Sizes in Bytes,Percent of Summed Row Counts,Percent of Summed Datapoint Counts
370,285,seismic-bumps Data Set,2584,Other,19,4/3/2013,No,65730,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Silesian University of Technology', 'Gliwice', 'Poland', 'POL'], ['Institute of Innovative Technologies EMAG', 'Katowice', 'Poland', 'POL']]",2013,13-Apr,7,49096.0,"[['seismic-bumps.arff', '138K']]",0,seismic-bumps,/00266/,00266,1,138000,138000,1.332894071446935e-06,7.97999930527065e-06,1.0420175857136368e-09
371,53,selfBACK Data Set,26136,Computer,6,6/15/2020,No,2998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['Robert Gordon University', 'Aberdeen', 'United Kingdom', 'GBR']]",2020,20-Jun,0,156816.0,"[['selfBACK.zip', '93M']]",0,selfBACK,/00521/,00521,1,93000000,93000000,0.0008982547003229344,8.071411062018332e-05,3.328275821274028e-09
372,186,Semeion Handwritten Digit Data Set,1593,Computer,256,11/11/2008,No,127767,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Semeion, Research Center of Sciences of Communication', 'Rome', 'Italy', 'ITA']]",2008,8-Nov,12,407808.0,"[['semeion.data', '2M'], ['semeion.names', '2K']]",0,Semeion+Handwritten+Digit,/semeion/,semeion,1,2000000,2002000,1.9317305383288913e-05,4.919558395238446e-06,8.655350896095543e-09
373,12,sEMG for Basic Hand movements Data Set,3000,Life,2500,11/18/2014,No,68041,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Technological Educational Institute of Epirus', 'Epirus', 'Greece', 'GRC']]",2014,14-Nov,6,7500000.0,"[['sEMG_Basic_Hand_movements_upatras.zip', '26M']]",0,sEMG+for+Basic+Hand+movements,/00313/,00313,1,26000000,26000000,0.0002511249699827559,9.264705075778617e-06,1.5918062353047655e-07
374,228,Sentence Classification Data Set,0,Other,0,11/5/2014,No,75977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",2014,14-Nov,6,0.0,"[['SentenceCorpus.zip', '2M']]",0,Sentence+Classification,/00311/,00311,1,2000000,2000000,1.9317305383288913e-05,0.0,0.0
375,368,Sentiment Labelled Sentences Data Set,3000,Other,0,5/30/2015,No,174051,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",2015,15-May,5,0.0,"[['sentiment%20labelled%20sentences.zip', '82K']]",0,Sentiment+Labelled+Sentences,/00331/,00331,1,82000,82000,7.920095207148454e-07,9.264705075778617e-06,0.0
376,472,ser Knowledge Modeling Data (Students' Knowledge Levels on DC Electrical Machines) Data Set,403,Computer,5,6/20/2013,No,37684,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Karadeniz Technical University', 'Trabzon', 'Turkey', 'TUR'], ['Gazi University', 'Ankara', 'Turkey', 'TUR']]",2013,13-Jun,7,2015.0,[],0,ser+Knowledge+Modeling+Data+%28Students%27+Knowledge+Levels+on+DC+Electrical+Machines%29,/00263/,00263,1,0,0,0.0,1.2445587151795942e-06,4.27665275218547e-11
377,359,Servo Data Set,167,Computer,4,5/1/1993,No,106815,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,2,,1993,May-93,27,668.0,"[['Index', '108B'], ['servo.data', '3K'], ['servo.names', '2K']]",1,Servo,/servo/,servo,1,3000,5108,2.897595807493337e-08,5.15735249218343e-07,1.417768753578111e-11
378,434,SGEMM GPU kernel performance Data Set,241600,Computer,18,2/27/2018,No,26042,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,"[['University of Zurich', 'Zurich', 'Switzerland', 'CHE']]",2018,18-Feb,2,4348800.0,"[['sgemm_product_dataset.zip', '3M']]",0,SGEMM+GPU+kernel+performance,/00440/,00440,1,3000000,3000000,2.897595807493337e-05,0.0007461175821027046,9.229929274791152e-08
379,340,Shoulder Implant X-Ray Manufacturer Classification Data Set,597,Life,1,5/20/2020,No,1843,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['San Francisco State University', 'San Francisco, CA', 'United States', 'USA']]",2020,20-May,0,597.0,"[['data.zip', '6M']]",0,Shoulder+Implant+X-Ray+Manufacturer+Classification,/00517/,00517,1,6000000,6000000,5.795191614986674e-05,1.8436763100799447e-06,1.2670777633025934e-11
380,166,Shuttle Landing Control Data Set,15,Physical,6,11/1/1988,No,103637,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['NASA', 'Washington, DC', 'United States', 'USA'], ['Jozef Stefan Institute', 'Ljubljana', 'Slovenia', 'SVN']]",1988,Nov-88,32,90.0,"[['Index', '162B'], ['shuttle-landing-control.data', '210B'], ['shuttle-landing-control.names', '1K']]",1,Shuttle+Landing+Control,/shuttle-landing-control/,shuttle-landing-control,1,1000,1372,9.658652691644456e-09,4.6323525378893086e-08,1.9101674823657185e-12
381,372,SIFT10M Data Set,11164866,Computer,128,2/23/2016,No,32020,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,"[['University of Otago', 'Dunedin', 'New Zealand', 'NZL']]",2016,16-Feb,4,1429102848.0,"[['README.txt', '1K'], ['SIFT10M.tar.gz', '7G']]",0,SIFT10M,/00353/,00353,1,7000000000,7000001000,0.06761056884151119,0.03447973023352937,3.0331397657842647e-05
382,219,Simulated Falls and Daily Living Activities Data Set Data Set,3060,Life,138,6/6/2018,Yes,79305,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Bilkent University', 'Ankara', 'Turkey', 'TUR'], ['Gazi University', 'Ankara', 'Turkey', 'TUR']]",2018,18-Jun,2,422280.0,"[['Information.pdf', '190K'], ['Tests.rar', '1G']]",0,Simulated+Falls+and+Daily+Living+Activities+Data+Set,/00455/,00455,1,1000000000,1000190000,0.009658652691644455,9.449999177294189e-06,8.96250582725995e-09
383,201,SkillCraft1 Master Table Dataset Data Set,3395,Game,20,10/22/2013,Yes,63836,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,2,"[['Simon Fraser University', 'Burnaby', 'Canada', 'CAN']]",2013,13-Oct,7,67900.0,"[['SkillCraft1_Dataset.csv', '488K']]",1,SkillCraft1+Master+Table+Dataset,/00272/,00272,1,488000,488000,4.713422513522494e-06,1.0484557910756134e-05,1.4411152450292476e-09
384,36,Skin Segmentation Data Set,245057,Computer,4,7/17/2012,No,203490,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Qeexo Company', 'Mountain View, CA', 'United States', 'USA']]",2012,12-Jul,8,980228.0,"[['Skin_NonSkin.txt', '3M']]",0,Skin+Segmentation,/00229/,00229,1,3000000,3000000,2.897595807493337e-05,0.0007567936105850268,2.0804440565604262e-08
385,492,Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL) Data Set,5744,Computer,561,3/9/2016,No,48257,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Genoa', 'Genoa', 'Italy', 'ITA']]",2016,16-Mar,4,3222384.0,"[['dataset_uci.zip', '15M']]",0,Smartphone+Dataset+for+Human+Activity+Recognition+%28HAR%29+in+Ambient+Assisted+Living+%28AAL%29,/00364/,00364,1,15000000,15000000,0.00014487979037466683,1.773882198509079e-05,6.839214591661749e-08
386,0,Smartphone-Based Recognition of Human Activities and Postural Transitions Data Set,10929,Life,561,7/29/2015,No,173081,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Universite degli Studi di Genova', 'Genoa', 'Italy', 'ITA'], ['Universitat Politecnica de Catalunya', 'Barcelona', 'Spain', 'ESP'], ['University of Genoa', 'Genoa', 'Italy', 'ITA']]",2015,15-Jul,5,6131169.0,"[['HAPT%20Data%20Set.zip', '75M']]",0,Smartphone-Based+Recognition+of+Human+Activities+and+Postural+Transitions,/00341/,00341,1,75000000,75000000,0.0007243989518733342,3.37513205910615e-05,1.3012844058543044e-07
387,348,SML2010 Data Set,4137,Computer,24,1/9/2014,Yes,127384,1,1,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['CEU Cardinal Herrera University', 'Alfara del Patriarca', 'Spain', 'ESP']]",2014,14-Jan,6,99288.0,"[['NEW-DATA.zip', '202K']]",0,SML2010,/00274/,00274,1,202000,202000,1.9510478437121803e-06,1.2776028299498713e-05,2.1072967665458607e-09
388,330,SMS Spam Collection Data Set,5574,Computer,0,6/22/2012,No,310824,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['R&D Department Optenet', 'Madrid', 'Spain', 'ESP'], ['Federal University of Sao Carlos', 'Sao Paulo', 'Brazil', 'BRA']]",2012,12-Jun,8,0.0,"[['smsspamcollection.zip', '198K']]",0,SMS+Spam+Collection,/00228/,00228,1,198000,198000,1.9124132329456024e-06,1.721382203079667e-05,0.0
389,307,Solar Flare Data Set,1389,Physical,10,3/1/1989,No,149151,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['University of Colorado', 'Denver, CO', 'United States', 'USA']]",1989,Mar-89,31,13890.0,"[['Index', '180B'], ['flare.data1', '8K'], ['flare.data2', '27K'], ['flare.names', '2K'], ['past-usage', '2K']]",1,Solar+Flare,/solar-flare/,solar-flare,1,27000,39180,2.607836226744003e-07,4.2895584500855e-06,2.9480251477844256e-10
390,491,Somerville Happiness Survey Data Set,143,Life,7,5/24/2018,No,18565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,,2018,18-May,2,1001.0,"[['SomervilleHappinessSurvey2015.csv', '4K']]",1,Somerville+Happiness+Survey,/00479/,00479,1,4000,4000,3.8634610766577823e-08,4.416176086121141e-07,2.124530722053427e-11
391,393,South German Credit Data Set,1000,Business,21,11/29/2019,No,2345,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,1,0,0,0,0,0,1,2,"[['Beuth University of Applied Sciences', 'Berlin', 'Germany', 'DEU']]",2019,19-Nov,1,21000.0,"[['SouthGermanCredit.zip', '12K']]",0,South+German+Credit,/00522/,00522,1,12000,12000,1.1590383229973348e-07,3.088235025259539e-06,4.4570574588533433e-10
392,269,Soybean (Large) Data Set,307,Life,35,7/11/1988,Yes,127503,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Carnegie-Mellon University', 'Pittsburgh, PA', 'United States', 'USA']]",1988,Jul-88,32,10745.0,"[['Index', '484B'], ['backup-large.data', '26K'], ['backup-large.test', '33K'], ['fisher-order', '3K'], ['soybean-explanation', '25K'], ['soybean-large.data', '26K'], ['soybean-large.names', '5K'], ['soybean-large.test', '31K'], ['soybean-small.data', '3K'], ['soybean-small.names', '2K'], ['stepp-order', '3K'], ['why-various-soybean-databases', '942B']]",1,Soybean+%28Large%29,/soybean/,soybean-large,1,33000,158426,3.1873553882426705e-07,9.480881527546785e-07,2.280527733113294e-10
393,394,Soybean (Small) Data Set,47,Life,35,1/1/1987,No,101965,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['UUNET', 'Fairfax, VA', 'United States', 'USA']]",1987,Jan-87,33,1645.0,"[['Index', '484B'], ['backup-large.data', '26K'], ['backup-large.test', '33K'], ['fisher-order', '3K'], ['soybean-explanation', '25K'], ['soybean-large.data', '26K'], ['soybean-large.names', '5K'], ['soybean-large.test', '31K'], ['soybean-small.data', '3K'], ['soybean-small.names', '2K'], ['stepp-order', '3K'], ['why-various-soybean-databases', '942B']]",1,Soybean+%28Small%29,/soybean/,soybean-small,1,33000,158426,3.1873553882426705e-07,1.4514704618719834e-07,3.491361676101785e-11
394,376,Spambase Data Set,4601,Computer,57,7/1/1999,Yes,516387,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Hewlett-Packard Labs', 'Palo Alto, CA', 'United States', 'USA']]",1999,Jul-99,21,262257.0,"[['spambase.DOCUMENTATION', '6K'], ['spambase.data', '686K'], ['spambase.names', '3K'], ['spambase.zip', '122K']]",1,Spambase,/spambase/,spambase,1,686000,817000,6.625835746468097e-06,1.420896935121914e-05,5.566164371364291e-09
395,354,Speaker Accent Recognition Data Set,329,Social,12,3/4/2020,No,2976,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Rochester Institute of Technology', 'Rochester, NY', 'United States', 'USA']]",2020,20-Mar,0,3948.0,"[['accent-recognition-mfcc--1.zip', '602K']]",0,Speaker+Accent+Recognition,/00518/,00518,1,602000,602000,5.814508920369963e-06,1.0160293233103883e-06,8.379268022644285e-11
396,96,SPECT Heart Data Set,267,Life,22,10/1/2001,No,204736,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Colorado at Denver', 'Denver, CO', 'United States', 'USA'], ['Medical College of Ohio', 'Toledo, OH', 'United States', 'USA']]",2001,1-Oct,19,5874.0,"[['DonorNote.txt', '370B'], ['SPECT.names', '3K'], ['SPECT.test', '8K'], ['SPECT.train', '3K'], ['SPECTF.names', '4K'], ['SPECTF.test', '32K'], ['SPECTF.train', '10K'], ['SPECTFincorrect.test', '35K']]",1,SPECT+Heart,/spect/,spect,1,35000,95370,3.38052844207556e-07,8.245587517442969e-07,1.2467026434906923e-10
397,301,SPECTF Heart Data Set,267,Life,44,10/1/2001,No,93748,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Colorado at Denver', 'Denver, CO', 'United States', 'USA'], ['Medical College of Ohio', 'Toledo, OH', 'United States', 'USA']]",2001,1-Oct,19,11748.0,"[['DonorNote.txt', '370B'], ['SPECT.names', '3K'], ['SPECT.test', '8K'], ['SPECT.train', '3K'], ['SPECTF.names', '4K'], ['SPECTF.test', '32K'], ['SPECTF.train', '10K'], ['SPECTFincorrect.test', '35K']]",1,SPECTF+Heart,/spect/,spectf,1,35000,95370,3.38052844207556e-07,8.245587517442969e-07,2.4934052869813846e-10
398,31,Spoken Arabic Digit Data Set,8800,Other,13,9/13/2010,No,77922,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Al-Jouf University', 'Sakaka', 'Saudi Arabia', 'SAU'], ['University of Badji-Mokhtar', 'Annaba', 'Algeria', 'DZA']]",2010,10-Sep,10,114400.0,"[['Test_Arabic_Digit.txt', '8M'], ['Train_Arabic_Digit.txt', '27M'], ['documentation.html', '20K'], ['graphic.jpg', '31K']]",0,Spoken+Arabic+Digit,/00195/,00195,1,27000000,35051000,0.0002607836226744003,2.717646822228394e-05,2.428035110918202e-09
399,239,Sports articles for objectivity analysis Data Set,1000,Social,59,4/9/2018,No,34490,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['American University of Beirut', 'Beirut', 'Lebanon', 'LBN']]",2018,18-Apr,2,59000.0,"[['SportsArticles.zip', '2M']]",0,Sports+articles+for+objectivity+analysis,/00450/,00450,1,2000000,2000000,1.9317305383288913e-05,3.088235025259539e-06,1.2522209051064154e-09
400,395,Statlog (German Credit Data) Data Set,1000,Financial,20,11/17/1994,No,625844,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Universität Hamburg', 'Hamburg', 'Germany', 'DEU']]",1994,Nov-94,26,20000.0,"[['Index', '150B'], ['german.data', '77K'], ['german.data-numeric', '99K'], ['german.doc', '4K']]",1,Statlog+%28German+Credit+Data%29,/statlog/german/,statlog/german,1,99000,180150,9.562066164728012e-07,3.088235025259539e-06,4.2448166274793744e-10
401,167,Statlog (Image Segmentation) Data Set,2310,Other,19,11/1/1990,No,61416,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Massachusetts', 'Amherst, MA', 'United States', 'USA']]",1990,Nov-90,30,43890.0,"[['Index', '111B'], ['segment.dat', '359K'], ['segment.doc', '2K']]",0,Statlog+%28Image+Segmentation%29,/statlog/segment/,statlog/segment,1,359000,361111,3.4674563163003598e-06,7.133822908349535e-06,9.315250089003487e-10
402,461,Statlog (Landsat Satellite) Data Set,6435,Physical,36,2/13/1993,No,133621,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['NASA', 'Washington, DC', 'United States', 'USA'], ['Strathclyde University', 'Glasgow', 'United Kingdom', 'GBR'], ['University of New South Wales', 'Sydney', 'Australia', 'AUS']]",1993,Feb-93,27,231660.0,"[['Index', '133B'], ['sat.doc', '5K'], ['sat.trn', '513K'], ['sat.tst', '231K']]",0,Statlog+%28Landsat+Satellite%29,/statlog/satimage/,statlog/satimage,1,513000,749133,4.954888830813606e-06,1.9872792387545134e-05,4.916771099609359e-09
403,463,Statlog Project Data Set,0,Other,0,10/1/1992,No,47497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"[['Strathclyde University', 'Glasgow', 'United Kingdom', 'GBR']]",1992,Oct-92,28,0.0,"[['Index', '320B'], ['Statlog-README', '1K'], ['statlog.names', '3K']]",0,Statlog+Project,/statlog/,statlog,1,3000,4320,2.897595807493337e-08,0.0,0.0
404,341,Steel Plates Faults Data Set,1941,Physical,27,10/26/2010,No,81708,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Semeion, Research Center of Sciences of Communication', 'Rome', 'Italy', 'ITA']]",2010,10-Oct,10,52407.0,"[['Faults.NNA', '292K'], ['Faults27x7_var', '497B']]",0,Steel+Plates+Faults,/00198/,00198,1,292000,292497,2.820326585960181e-06,5.994264184028765e-06,1.1122905249815579e-09
405,276,Stock portfolio performance Data Set,315,Business,12,4/22/2016,No,64432,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['Tamkang University', 'New Taipei City', 'Taiwan', 'TWN']]",2016,16-Apr,4,3780.0,"[['stock%20portfolio%20performance%20data%20set.xlsx', '69K']]",0,Stock+portfolio+performance,/00390/,00390,1,69000,69000,6.664470357234675e-07,9.727940329567548e-07,8.022703425936018e-11
406,85,StoneFlakes Data Set,79,Other,8,5/20/2014,Yes,62631,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,"[['University of Passau', 'Passau', 'Germany', 'DEU'], ['The State Museum of Saxony-Anhalt in Halle', 'Langenweißbach', 'Germany', 'DEU']]",2014,14-May,6,632.0,"[['StoneFlakes.dat', '3K']]",0,StoneFlakes,/00299/,00299,1,3000,3000,2.897595807493337e-08,2.439705669955036e-07,1.3413620542834824e-11
407,303,Student Academics Performance Data Set,300,Computer,22,9/16/2018,No,64126,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['Dibrugarh University', 'Dibrugarh', 'India', 'IND']]",2018,18-Sep,2,6600.0,"[['Sapfile1.arff', '15K']]",0,Student+Academics+Performance,/00467/,00467,1,15000,15000,1.4487979037466683e-07,9.264705075778616e-07,1.4007894870681935e-10
408,449,Student Loan Relational Data Set,1000,Social,0,1/1/1993,No,67873,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",1993,Jan-93,27,0.0,"[['Index', '453B'], ['disabled.pl', '2K'], ['domain-theory.pl', '1K'], ['enlist.pl', '9K'], ['enrolled.pl', '33K'], ['filed_for_bankrupcy.pl', '3K'], ['longest_absense_from_school.pl', '41K'], ['male.pl', '8K'], ['misc.pl', '199B'], ['no_payment_due.pl', '31K'], ['student-loan.names', '1K'], ['unemployed.pl', '2K']]",0,Student+Loan+Relational,/student-loan/,student-loan,1,41000,131652,3.960047603574227e-07,3.088235025259539e-06,0.0
409,378,Student Performance Data Set,649,Social,33,11/27/2014,No,731076,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,"[['University of Minho', 'Minho', 'Portugal', 'PRT']]",2014,14-Nov,6,21417.0,"[['.student.zip_old', '19K'], ['student.zip', '19K']]",0,Student+Performance,/00320/,00320,1,19000,38000,1.8351440114124466e-07,2.0042645313934407e-06,4.545561885536288e-10
410,188,Superconductivty Data Data Set,21263,Physical,81,10/12/2018,No,42447,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['University of Pennsylvania', 'Philadelphia, PA', 'United States', 'USA']]",2018,18-Oct,2,1722303.0,"[['superconduct.zip', '7M']]",0,Superconductivty+Data,/00464/,00464,1,7000000,7000000,6.761056884151119e-05,6.566514134209358e-05,3.655430205978805e-08
411,361,SUSY Data Set,5000000,Physical,18,2/12/2014,No,70007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",2014,14-Feb,6,90000000.0,"[['SUSY.csv.gz', '879M']]",0,SUSY,/00279/,00279,1,879000000,879000000,0.008489955715955478,0.015441175126297694,1.9101674823657187e-06
412,352,Swarm Behaviour Data Set,24017,Computer,2400,6/16/2020,No,2088,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of New South Wales', 'Sydney', 'Australia', 'AUS']]",2020,20-Jun,0,57640800.0,"[['Swarm%20Behavior%20Data.zip', '212M']]",0,Swarm+Behaviour,/00524/,00524,1,212000000,212000000,0.0020476343706286246,7.417014060165834e-05,1.2233731313060657e-06
413,183,Synthetic Control Chart Time Series Data Set,600,Other,0,6/8/1999,No,80071,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['Aristotle University of Thessaloniki', 'Thessaloniki', 'Greece', 'GRC']]",1999,Jun-99,21,0.0,"[['cluster.jpeg', '135K'], ['data.jpeg', '114K'], ['synthetic_control.clustering.html', '3K'], ['synthetic_control.data', '281K'], ['synthetic_control.data.html', '3K'], ['synthetic_control.html', '831B']]",1,Synthetic+Control+Chart+Time+Series,/synthetic_control-mld/,synthetic_control-mld,1,281000,536831,2.714081406352092e-06,1.8529410151557233e-06,0.0
414,117,Syskill and Webert Web Page Ratings Data Set,332,Computer,5,10/20/1998,No,67595,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",1998,Oct-98,22,1660.0,"[['SyskillWebert.data.html', '4K'], ['SyskillWebert.html', '1K'], ['SyskillWebert.tar.gz', '464K'], ['SyskillWebert.task.html', '3K']]",1,Syskill+and+Webert+Web+Page+Ratings,/SyskillWebert-mld/,SyskillWebert-mld,1,464000,472000,4.481614848923028e-06,1.0252940283861669e-06,3.523197800807881e-11
415,139,Tamilnadu Electricity Board Hourly Readings Data Set,45781,Life,5,12/22/2013,No,74033,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,,2013,13-Dec,7,228905.0,"[['eb.arff', '2M']]",0,Tamilnadu+Electricity+Board+Hourly+Readings,/00290/,00290,1,2000000,2000000,1.9317305383288913e-05,0.00014138248769140696,4.858298750565831e-09
416,77,Tarvel Review Ratings Data Set,5456,Other,25,12/19/2018,No,51016,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,,2018,18-Dec,2,136400.0,"[['google_review_ratings.csv', '622K']]",1,Tarvel+Review+Ratings,/00485/,00485,1,622000,622000,6.007681974202852e-06,1.6849410297816045e-05,2.8949649399409333e-09
417,213,"Taxi Service Trajectory - Prediction Challenge, ECML PKDD 2015 Data Set",1710671,Computer,9,7/11/2015,Yes,81736,1,1,0,1,0,0,1,0,0,0,0,0,4,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,,2015,15-Jul,5,15396039.0,"[['Porto_taxi_data_test_partial_trajectories.csv', '436K'], ['solution_challengeII.csv', '3K'], ['solution_fixed.csv', '8K'], ['train.csv.zip', '508M']]",0,Taxi+Service+Trajectory+-+Prediction+Challenge%2C+ECML+PKDD+2015,/00339/,00339,1,508000000,508447000,0.004906595567355384,0.005282954098895761,3.2676681172260463e-07
418,35,Teaching Assistant Evaluation Data Set,151,Other,5,6/7/1997,No,161779,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['University of South Carolina', 'Columbia, SC', 'United States', 'USA'], ['University of Wisconsin', 'Madison, WI', 'United States', 'USA']]",1997,Jun-97,23,755.0,"[['tae.data', '2K'], ['tae.names', '1K']]",1,Teaching+Assistant+Evaluation,/tae/,tae,1,2000,3000,1.9317305383288912e-08,4.6632348881419037e-07,1.602418276873464e-11
419,240,Tennis Major Tournament Match Statistics Data Set,127,Other,42,6/1/2014,Yes,100483,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,1,0,0,0,0,0,1,2,"[['Rochester Institute of Technology', 'Rochester, NY', 'United States', 'USA']]",2014,14-Jun,6,5334.0,"[['Tennis-Major-Tournaments-Match-Statistics.zip', '46K']]",0,Tennis+Major+Tournament+Match+Statistics,/00300/,00300,1,46000,46000,4.44298023815645e-07,3.9220584820796143e-07,1.1320925945487492e-10
